W31105,7
W31106,15
W31107,3
W31108,15
W31109,3
W31110,15
W31111,4
W31113,2
W31114,3
W31115,2
W31116,2
W31117,17
W31118,14
W31119,13
W31120,3
W31121,7
W31122,3
W31123,3
W31124,2
W31125,8
W31126,3
W31127,9
W31128,8
W31129,10
W31130,15
W31131,16
W31132,4
W31133,13
W31134,17
W31136,3
W31137,2
W31138,3
W31139,5
W31140,3
W31141,13
W31142,1
W31143,3
W31144,6
W31145,15
W31146,3
W31147,3
W31148,14
W31149,19
W31150,12
W31151,3
W31152,14
W31153,6
W31154,4
W31155,7
W31156,2
W31157,13
W31158,14
W31159,6
W31160,18
W31161,4
W31162,3
W31163,3
W31164,14
W31165,2
W31166,13
W31167,2
W31168,13
W31169,13
W31170,14
W31171,7
W31172,7
W31173,7
W31174,10
W31175,12
W31176,6
W31177,5
W31178,5
W31179,14
W31180,4
W31181,16
W31182,16
W31183,3
W31184,2
W31185,6
W31186,13
W31187,13
W31188,10
W31189,14
W31190,5
W31191,7
W31192,7
W31193,5
W31194,6
W31195,2
W31196,10
W31197,10
W31198,2
W31199,7
W31200,6
W31201,7
W31202,14
W31203,16
W31204,10
W31205,3
W31206,3
W31207,13
W31209,1
W31210,14
W31211,15
W31212,2
W31213,5
W31214,2
W31215,5
W31217,3
W31218,14
W31219,10
W31220,2
W31221,7
W31222,4
W31223,9
W31224,7
W31225,3
W31226,16
W31227,11
W31228,10
W31229,6
W31230,3
W31231,2
W31232,5
W31233,2
W31234,2
W31236,5
W31237,14
W31238,5
W31239,14
W31240,3
W31241,2
W31242,16
W31243,2
W31244,13
W31245,16
W31246,2
W31247,3
W31248,3
W31249,14
W31250,5
W31251,16
W31252,14
W31253,14
W31254,13
W31255,3
W31256,14
W31257,7
W31259,14
W31260,10
W31262,2
W31263,14
W31264,15
W31265,14
W31266,16
W31267,10
W31268,7
W31269,5
W31270,16
W31271,2
W31272,16
W31273,14
W31274,10
W31275,16
W31276,8
W31277,7
W31278,14
W31279,7
W31280,2
W31281,14
W31282,14
W31283,4
W31284,5
W31285,14
W31286,14
W31287,10
W31288,6
W31289,5
W31290,14
W31291,3
W31292,5
W31293,15
W31294,5
W31295,14
W31296,16
W31297,8
W31298,3
W31299,14
W31300,12
W31301,14
W31302,3
W31303,5
W31305,16
W31306,15
W31307,13
W31309,5
W31310,3
W31311,13
W31312,12
W31313,8
W31314,7
W31315,6
W31316,2
W31317,3
W31318,3
W31319,15
W31321,3
W31322,3
W31323,3
W31324,8
W31325,2
W31326,2
W31327,14
W31328,3
W31329,15
W31330,14
W31331,7
W31332,15
W31333,3
W31334,3
W31335,13
W31336,15
W31337,3
W31338,15
W31339,13
W31340,3
W31341,15
W31342,15
W31343,13
W31344,19
W31345,4
W31346,3
W31347,14
W31348,4
W31349,6
W31350,16
W31351,14
W31353,3
W31354,17
W31355,15
W31356,4
W31357,3
W31358,6
W31359,14
W31360,3
W31361,16
W31362,14
W31363,15
W31364,7
W31365,13
W31366,15
W31367,14
W31368,3
W31369,2
W31370,2
W31371,14
W31372,2
W31373,13
W31374,2
W31375,3
W31376,13
W31377,12
W31378,2
W31379,10
W31380,5
W31381,13
W31382,3
W31383,9
W31386,15
W31387,2
W31388,10
W31389,5
W31390,5
W31391,2
W31392,14
W31393,13
W31394,2
W31395,14
W31396,16
W31397,12
W31398,14
W31399,14
W31401,3
W31402,14
W31403,13
W31405,12
W31406,5
W31407,10
W31409,14
W31410,4
W31411,15
W31412,11
W31413,3
W31414,4
W31415,4
W31416,4
W31418,4
W31419,5
W31420,1
W31421,16
W31422,14
W31423,2
W31424,5
W31425,15
W31426,5
W31427,2
W31428,5
W31429,1
W31430,7
W31431,2
W31432,14
W31433,10
W31434,2
W31436,14
W31437,6
W31439,9
W31440,3
W31441,2
W31442,3
W31443,12
W31444,2
W31445,18
W31446,5
W31447,3
W31448,15
W31451,14
W31452,2
W31453,6
W31454,14
W31455,2
W31456,5
W31457,12
W31458,7
W31459,17
W31460,14
W31461,2
W31462,5
W31463,2
W31464,14
W31465,13
W31466,15
W31467,2
W31468,13
W31469,16
W31470,5
W31471,14
W31472,16
W31473,14
W31474,16
W31475,14
W31476,8
W31477,10
W31478,14
W31479,5
W31480,7
W31481,2
W31483,14
W31484,13
W31485,2
W31486,5
W31487,14
W31489,14
W31491,9
W31492,4
W31493,10
W31494,13
W31495,10
W31497,7
W31498,10
W31499,3
W31500,2
W31501,14
W31502,10
W31503,15
W31504,13
W31505,7
W31506,6
W31507,7
W31508,5
W31509,14
W31510,13
W31511,10
W31512,7
W31513,3
W31514,7
W31515,13
W31516,1
W31517,14
W31518,13
W31519,10
W31520,9
W31521,3
W31522,13
W31523,2
W31524,13
W31525,2
W31526,6
W31527,6
W31528,13
W31529,3
W31530,13
W31531,11
W31532,14
W31533,10
W31534,8
W31535,9
W31536,2
W31537,13
W31538,14
W31539,13
W31540,14
W31541,5
W31542,14
W31543,5
W31544,13
W31545,12
W31546,16
W31547,11
W31548,13
W31549,13
W31550,2
W31551,2
W31552,14
W31553,7
W31554,4
W31555,6
W31556,13
W31558,14
W31559,14
W31560,6
W31562,12
W31563,6
W31564,14
W31565,2
W31566,13
W31567,13
W31568,14
W31569,7
W31570,7
W31571,15
W31572,5
W31573,5
W31575,5
W31576,5
W31577,15
W31578,1
W31580,13
W31581,10
W31583,12
W31586,4
W31587,7
W31588,15
W31589,19
W31590,13
W31591,13
W31593,3
W31594,3
W31595,15
W31596,16
W31597,13
W31598,2
W31599,15
W31600,17
W31601,15
W31602,13
W31603,16
W31604,6
W31605,5
W31606,15
W31607,9
W31608,13
W31609,15
W31611,13
W31613,6
W31614,7
W31615,12
W31617,15
W31618,2
W31620,13
W31621,10
W31622,14
W31623,14
W31624,14
W31625,15
W31626,5
W31628,16
W31629,5
W31630,14
W31631,13
W31632,15
W31634,2
W31635,2
W31636,2
W31638,13
W31639,13
W31640,5
W31641,5
W31642,9
W31644,14
W31645,7
W31646,14
W31647,11
W31648,16
W31649,2
W31650,2
W31651,10
W31652,8
W31653,2
W31654,5
W31655,13
W31656,13
W31657,12
W31658,7
W31659,7
W31660,13
W31661,6
W31662,5
W31663,16
W31664,14
W31665,13
W31666,2
W31667,14
W31668,5
W31669,7
W31670,10
W31671,19
W31674,14
W31676,4
W31678,14
W31681,12
W31682,9
W31683,15
W31684,17
W31685,7
W31686,16
W31687,13
W31689,3
W31690,15
W31691,3
W31692,7
W31693,8
W31694,19
W31695,3
W31696,13
W31697,9
W31698,3
W31699,3
W31700,2
W31701,16
W31702,14
W31703,16
W31704,6
W31705,14
W31706,5
W31707,14
W31708,14
W31709,19
W31711,15
W31712,13
W31713,14
W31714,13
W31715,17
W31716,14
W31717,1
W31718,2
W31719,5
W31720,6
W31721,15
W31722,10
W31723,6
W31724,10
W31725,7
W31726,14
W31727,13
W31728,2
W31729,14
W31730,14
W31731,6
W31732,13
W31733,14
W31734,14
W31735,2
W31736,6
W31737,13
W31738,10
W31739,15
W31740,16
W31741,10
W31742,1
W31743,14
W31744,12
W31745,10
W31746,12
W31748,16
W31749,10
W31750,13
W31751,16
W31752,6
W31755,5
W31756,10
W31758,13
W31759,19
W31760,14
W31761,5
W31762,13
W31764,13
W31765,13
W31766,19
W31767,13
W31768,4
W31771,12
W31773,10
W31774,11
W31775,1
W31776,19
W31777,3
W31778,6
W31779,6
W31780,2
W31781,2
W31782,13
W31783,3
W31785,15
W31786,2
W31787,10
W31788,5
W31789,13
W31791,9
W31792,9
W31793,12
W31794,17
W31795,6
W31796,7
W31797,6
W31798,14
W31799,14
W31800,19
W31801,13
W31802,13
W31803,2
W31804,13
W31805,7
W31806,3
W31807,13
W31808,15
W31809,13
W31810,11
W31811,17
W31812,13
W31813,14
W31814,2
W31815,11
W31816,13
W31817,13
W31818,2
W31819,2
W31820,16
W31821,14
W31822,10
W31823,16
W31824,13
W31825,10
W31826,16
W31827,2
W31828,14
W31829,12
W31830,9
W31831,2
W31832,2
W31834,2
W31835,6
W31836,13
W31837,14
W31838,2
W31839,5
W31840,16
W31841,6
W31842,13
W31845,14
W31846,5
W31847,5
W31849,2
W31850,4
W31851,2
W31854,10
W31855,5
W31856,13
W31857,13
W31858,2
W31859,12
W31860,12
W31861,15
W31864,13
W31865,13
W31866,13
W31868,13
W31870,10
W31871,14
W31872,13
W36865,7
W36866,13
W36867,9
W36868,14
W36869,1
W36871,3
W36873,13
W36874,13
W36875,15
W36876,2
W36877,13
W36878,5
W36879,14
W36881,3
W36882,6
W36883,2
W36884,19
W36885,15
W36886,12
W36887,7
W36889,2
W36890,8
W36891,14
W36892,14
W36893,8
W36894,5
W36895,14
W36897,2
W36898,3
W36899,9
W36900,5
W36901,3
W36902,5
W36903,14
W36905,2
W36906,2
W36907,14
W36908,16
W36909,9
W36910,16
W36911,15
W36912,10
W36913,3
W36914,14
W36915,8
W36916,14
W36917,15
W36918,16
W36919,5
W36920,14
W36921,16
W36922,4
W36923,2
W36924,13
W36925,14
W36926,13
W36927,5
W36928,13
W36929,7
W36930,15
W36931,6
W36932,16
W36933,15
W36934,12
W36935,6
W36936,13
W36939,14
W36940,16
W36941,14
W36942,14
W36943,2
W36944,6
W36945,6
W36946,13
W36947,14
W36948,16
W36949,2
W36950,2
W36951,5
W36952,2
W36953,5
W36954,1
W36955,13
W36956,14
W36957,14
W36958,16
W36959,1
W36960,6
W36961,14
W36962,14
W36963,15
W36964,13
W36966,15
W36967,1
W36969,8
W36970,15
W36971,14
W36972,10
W36973,9
W36974,4
W36975,15
W36976,4
W36977,11
W36978,2
W36979,14
W36980,14
W36981,8
W36982,13
W36983,6
W36984,13
W36985,4
W36987,13
W36990,15
W36991,13
W36992,4
W36993,2
W36994,16
W36995,2
W36996,5
W36997,2
W36998,5
W36999,10
W37000,13
W37001,13
W37003,8
W37004,16
W37005,13
W37006,7
W37008,4
W37009,13
W37010,6
W37011,2
W37012,14
W37013,16
W37014,2
W37015,13
W37016,14
W37017,6
W37018,2
W37019,2
W37020,2
W37022,8
W37023,2
W37024,4
W37025,14
W37026,17
W37027,5
W37028,13
W37029,7
W37030,3
W37031,5
W37032,13
W37034,8
W37035,6
W37036,5
W37037,5
W37038,11
W37039,5
W37040,15
W37041,2
W37042,2
W37043,15
W37044,15
W37045,13
W37046,14
W37047,14
W37048,14
W37049,5
W37050,7
W37051,3
W37052,2
W37053,7
W37054,1
W37055,14
W37056,2
W37057,15
W37058,13
W37059,4
W37060,13
W37061,6
W37063,9
W37065,3
W37066,6
W37067,1
W37068,4
W37069,13
W37070,9
W37072,7
W37073,14
W37074,13
W37075,13
W37076,19
W37077,10
